OpenGamma,2011,6000000.0,USD,b,Accel Partners
ResearchGate,2010,,USD,a,Accel Partners
Crunched,2011,1400000.0,USD,seed,Accel Partners
LetsBuy.com,2011,6000000.0,USD,a,Accel Partners
ScaleXtreme,2010,2000000.0,USD,a,Accel Partners
Raptr,2011,15000000.0,USD,b,Accel Partners
UberMedia,2011,17500000.0,USD,b,Accel Partners
"GetJar, Inc.",2011,25000000.0,USD,c,Accel Partners
Versly,2010,,,seed,Accel Partners
Qriously,2011,1600000.0,USD,unattributed,Accel Partners
Breezy,2011,750000.0,USD,angel,Accel Partners
StumbleUpon,2011,17000000.0,USD,b,Accel Partners
Rovio Entertainment,2011,42000000.0,USD,a,Accel Partners
Lightbox,2011,1200000.0,USD,seed,Accel Partners
Legendary Pictures,2011,40000000.0,USD,unattributed,Accel Partners
Loosecubes,2010,1230000.0,USD,seed,Accel Partners
Stylistpick,2011,8000000.0,USD,a,Accel Partners
Tiny Speck,2011,10700000.0,USD,b,Accel Partners
Summify,2011,,USD,angel,Accel Partners
Babyoye,2011,2500000.0,USD,unattributed,Accel Partners
99designs,2011,35000000.0,USD,a,Accel Partners
HotelTonight,2011,3585000.0,USD,a,Accel Partners
BranchOut,2011,18000000.0,USD,b,Accel Partners
Supercell,2011,12000000.0,USD,unattributed,Accel Partners
Exclusively.in,2011,16000000.0,USD,b,Accel Partners
Yapstone,2011,50000000.0,USD,unattributed,Accel Partners
Spotify,2011,100000000.0,USD,unattributed,Accel Partners
ScaleXtreme,2011,11000000.0,USD,b,Accel Partners
Cloud9 IDE,2011,5500000.0,USD,a,Accel Partners
Impermium,2011,1000000.0,USD,seed,Accel Partners
Rockmelt,2011,30000000.0,USD,b,Accel Partners
Blue Jeans Network Inc,2009,5500000.0,USD,a,Accel Partners
Braintree,2011,34000000.0,USD,a,Accel Partners
MoPub,2011,6500000.0,USD,a,Accel Partners
LearnVest,2011,19000000.0,USD,b,Accel Partners
Ostrovok,2011,13600000.0,USD,a,Accel Partners
Nimble Storage,2011,25000000.0,USD,d,Accel Partners
Azumio,2011,2500000.0,USD,a,Accel Partners
Joyus,2011,7900000.0,USD,a,Accel Partners
Couchbase,2011,14000000.0,USD,c,Accel Partners
peerTransfer,2011,7500000.0,USD,a,Accel Partners
Centrify,2011,16000000.0,USD,d,Accel Partners
Dealer.com,2011,,,unattributed,Accel Partners
Rock Health,2011,500000.0,USD,grant,Accel Partners
BountyJobs,2011,5000000.0,USD,unattributed,Accel Partners
Shoes4you,2011,,,a,Accel Partners
Top10.com,2011,3500000.0,USD,a,Accel Partners
Krux,2011,11000000.0,USD,b,Accel Partners
Dropcam,2011,5800000.0,USD,a,Accel Partners
Airtime,2011,8300000.0,USD,a,Accel Partners
Knewton,2011,33000000.0,USD,d,Accel Partners
Carmine,2011,,,unattributed,Accel Partners
Dropbox,2011,250000000.0,USD,b,Accel Partners
Qwilt,2011,24000000.0,USD,unattributed,Accel Partners
Lot18,2011,30000000.0,USD,c,Accel Partners
Cloudera,2011,40000000.0,USD,d,Accel Partners
Schematic Labs,2011,4750000.0,USD,a,Accel Partners
Animoca,2011,,,a,Accel Partners
HotelTonight,2011,9100000.0,USD,b,Accel Partners
Birchbox,2011,10500000.0,USD,a,Accel Partners
Freshdesk,2011,1000000.0,USD,unattributed,Accel Partners
Kekanto,2011,,,a,Accel Partners
Prezi,2011,14000000.0,USD,b,Accel Partners
Shopmium,2011,2100000.0,USD,unattributed,Accel Partners
Razer,2011,50000000.0,USD,a,Accel Partners
PandoDaily,2013,3000000.0,USD,seed,Accel Partners
BlaBlaCar,2012,10000000.0,USD,unattributed,Accel Partners
Code 42 Software,2012,52500000.0,USD,a,Accel Partners
TRUSTe,2012,15000000.0,USD,c,Accel Partners
Fantasy Shopper,2012,3300000.0,USD,a,Accel Partners
Endorse,2012,4250000.0,USD,a,Accel Partners
BeachMint,2012,35000000.0,USD,unattributed,Accel Partners
CardSpring,2012,10000000.0,USD,a,Accel Partners
flaregames,2012,6000000.0,EUR,unattributed,Accel Partners
Stylistpick,2012,11000000.0,USD,b,Accel Partners
Capital Access Network,2011,30000000.0,USD,unattributed,Accel Partners
GoCardless,2012,1500000.0,USD,unattributed,Accel Partners
Gumroad,2012,1100000.0,USD,seed,Accel Partners
ResearchGate,2012,,USD,b,Accel Partners
ForgeRock,2012,7000000.0,USD,a,Accel Partners
myThings,2012,15000000.0,USD,unattributed,Accel Partners
SilverRail Technologies,2012,15000000.0,USD,b,Accel Partners
Vigilent,2012,6700000.0,USD,unattributed,Accel Partners
Hailo,2012,17000000.0,USD,a,Accel Partners
Dragonplay,2012,14000000.0,USD,a,Accel Partners
Legendary Entertainment,2012,275000000.0,USD,unattributed,Accel Partners
Hotelogix,2012,1200000.0,USD,unattributed,Accel Partners
Bonobos,2012,16400000.0,USD,unattributed,Accel Partners
BranchOut,2012,25000000.0,USD,c,Accel Partners
Freshdesk,2012,5000000.0,USD,unattributed,Accel Partners
Forus Health,2012,5000000.0,USD,a,Accel Partners
Avito.ru,2012,75000000.0,USD,unattributed,Accel Partners
Fiverr.com,2012,15000000.0,USD,b,Accel Partners
Blue Jeans Network Inc,2011,18000000.0,USD,b,Accel Partners
Etsy,2012,40000000.0,USD,unattributed,Accel Partners
Lenddo,2012,8000000.0,USD,a,Accel Partners
ModCloth,2012,25000000.0,USD,unattributed,Accel Partners
Qualtrics,2012,70000000.0,USD,unattributed,Accel Partners
Sunrun,2012,60000000.0,USD,unattributed,Accel Partners
TaxiForSure.com,2012,,,unattributed,Accel Partners
Appcelerator,2011,1000000.0,USD,unattributed,Accel Partners
Loosecubes,2012,7800000.0,USD,a,Accel Partners
Venmo,2011,,,a,Accel Partners
HotelTonight,2012,23000000.0,USD,c,Accel Partners
LightSpeed Retail,2012,30000000.0,USD,a,Accel Partners
Dropcam,2012,12000000.0,USD,b,Accel Partners
KupiVIP,2012,38000000.0,USD,unattributed,Accel Partners
Blue Jeans Network Inc,2012,25000000.0,USD,c,Accel Partners
Baby.com.br,2012,18200000.0,USD,b,Accel Partners
Sonatype,2012,25000000.0,USD,unattributed,Accel Partners
AdRoll,2012,15000000.0,USD,unattributed,Accel Partners
Phoenix Guild,2012,1100000.0,USD,seed,Accel Partners
Lyst,2012,5000000.0,USD,a,Accel Partners
Correlsense,2012,3000000.0,USD,c,Accel Partners
BaubleBar,2012,4500000.0,USD,a,Accel Partners
One Jackson Clothing,2012,2000000.0,USD,seed,Accel Partners
DocuSign,2012,55700000.0,USD,d,Accel Partners
One Jackson,2012,2000000.0,USD,seed,Accel Partners
OpenGamma,2012,15000000.0,USD,c,Accel Partners
Ubiquisys,2012,19000000.0,USD,unattributed,Accel Partners
MobileSpaces,2012,3000000.0,USD,a,Accel Partners
Tenable Network Security,2012,50000000.0,USD,a,Accel Partners
Nimble Storage,2012,40700000.0,USD,unattributed,Accel Partners
MetraTech,2012,30000000.0,USD,a,Accel Partners
MoPub,2012,12000000.0,USD,b,Accel Partners
Origami Logic,2012,9300000.0,USD,a,Accel Partners
SimpliVity,2012,25000000.0,USD,b,Accel Partners
SimpliVity,2012,18000000.0,USD,a,Accel Partners
RAMP Holdings,2012,15000000.0,USD,c,Accel Partners
Trifacta,2012,4300000.0,USD,a,Accel Partners
HouseTrip,2012,40000000.0,USD,c,Accel Partners
Braintree,2012,35000000.0,USD,b,Accel Partners
QlikTech,2004,12500000.0,USD,unattributed,Accel Partners
Causata,2011,11000000.0,USD,b,Accel Partners
LocBox,2012,5100000.0,USD,a,Accel Partners
Sumo Logic,2012,30000000.0,USD,c,Accel Partners
MyHeritage,2012,25000000.0,USD,e,Accel Partners
Cloudera,2012,65000000.0,USD,e,Accel Partners
Plex Systems,2012,30000000.0,USD,unattributed,Accel Partners
Kekanto,2013,5500000.0,USD,b,Accel Partners
ScaleArc,2013,12300000.0,USD,c,Accel Partners
Gudville,2012,,,a,Accel Partners
lynda.com,2013,103000000.0,USD,a,Accel Partners
OpenX,2013,22500000.0,USD,e,Accel Partners
Abe's Market,2013,5000000.0,USD,unattributed,Accel Partners
Prosper,2013,20000000.0,USD,private_equity,Accel Partners
Hailo,2012,30600000.0,USD,b,Accel Partners
Bonobos,2013,30000000.0,USD,unattributed,Accel Partners
Lookout Inc.,2011,40000000.0,USD,unattributed,Accel Partners
Ostrovok,2013,25000000.0,USD,b,Accel Partners
Booyah,2013,30000000.0,USD,c,Accel Partners
ForgeRock,2013,15000000.0,USD,b,Accel Partners
GoCardless,2013,3300000.0,USD,a,Accel Partners
Joyus,2013,11500000.0,USD,b,Accel Partners
HasOffers,2013,9400000.0,USD,a,Accel Partners
Qriously,2013,3500000.0,USD,a,Accel Partners
Fidelis,2011,2500000.0,USD,unattributed,Accel Partners
RelateIQ,2013,9000000.0,USD,a,Accel Partners
RelateIQ,2013,20000000.0,USD,b,Accel Partners
ChannelAdvisor,2007,30000000.0,USD,c,Advanced Technology Ventures
ChannelAdvisor,2005,18000000.0,USD,b,Advanced Technology Ventures
Engage,2006,5000000.0,USD,a,Advanced Technology Ventures
[x+1],2008,16000000.0,USD,a,Advanced Technology Ventures
Qumu,2008,10700000.0,USD,c,Advanced Technology Ventures
ChannelAdvisor,2008,20000000.0,USD,d,Advanced Technology Ventures
Liquid Engines,2006,5500000.0,USD,c,Advanced Technology Ventures
Integrated Media Measurement (IMMI),2008,25000000.0,USD,c,Advanced Technology Ventures
PowerVision,2007,20000000.0,USD,b,Advanced Technology Ventures
Apprion,2007,12000000.0,USD,b,Advanced Technology Ventures
Ardian,2009,47000000.0,USD,c,Advanced Technology Ventures
Rive Technology,2008,14000000.0,USD,c,Advanced Technology Ventures
Wakonda Technologies,2008,3160000.0,USD,a,Advanced Technology Ventures
Solar Junction,2008,18020000.0,USD,a,Advanced Technology Ventures
Silicor Materials,2006,9000000.0,USD,a,Advanced Technology Ventures
Silicor Materials,2008,101800000.0,USD,b,Advanced Technology Ventures
Silicor Materials,2009,60000000.0,USD,c,Advanced Technology Ventures
Ardian,2006,10080000.0,USD,b,Advanced Technology Ventures
Anagran,2008,8600000.0,USD,d,Advanced Technology Ventures
Nuventix,2008,14000000.0,USD,c,Advanced Technology Ventures
Coskata,2008,40000000.0,USD,c,Advanced Technology Ventures
AltaRock Energy,2008,26250000.0,USD,b,Advanced Technology Ventures
Zeltiq  Aesthetics,2007,20300000.0,USD,b,Advanced Technology Ventures
Rive Technology,2007,8370000.0,USD,a,Advanced Technology Ventures
EndoGastric Solutions,2003,5000000.0,USD,a,Advanced Technology Ventures
EndoGastric Solutions,2004,12000000.0,USD,b,Advanced Technology Ventures
EndoGastric Solutions,2009,3750000.0,USD,unattributed,Advanced Technology Ventures
EndoGastric Solutions,2009,9500000.0,USD,unattributed,Advanced Technology Ventures
WildTangent,2006,13000000.0,USD,unattributed,Advanced Technology Ventures
GreatPoint Energy,2005,7000000.0,USD,a,Advanced Technology Ventures
Coskata,2008,19500000.0,USD,b,Advanced Technology Ventures
EndoGastric Solutions,2010,21500000.0,USD,e,Advanced Technology Ventures
NeuroVista,2007,33800000.0,USD,b,Advanced Technology Ventures
Compassoft,2007,7000000.0,USD,b,Advanced Technology Ventures
Solar Junction,2010,13300000.0,USD,c,Advanced Technology Ventures
Browster,2006,5800000.0,USD,a,Advanced Technology Ventures
Handango,2006,60500000.0,USD,b,Advanced Technology Ventures
Sanovi Technologies,2006,6100000.0,USD,b,Advanced Technology Ventures
Acceleron Pharma,2006,30000000.0,USD,b,Advanced Technology Ventures
Catabasis Pharmaceuticals,2010,39000000.0,USD,a,Advanced Technology Ventures
Juniper Medical,2006,7500000.0,USD,a,Advanced Technology Ventures
Zeltiq  Aesthetics,2010,25000000.0,USD,d,Advanced Technology Ventures
Altura Medical,2010,20000000.0,USD,a,Advanced Technology Ventures
Nominum,2005,16000000.0,USD,d,Advanced Technology Ventures
Cenzic,2005,15000000.0,USD,c,Advanced Technology Ventures
Five Prime Therapeutics,2005,45000000.0,USD,unattributed,Advanced Technology Ventures
Acceleron Pharma,2010,8400000.0,USD,unattributed,Advanced Technology Ventures
Calithera Biosciences,2010,40000000.0,USD,a,Advanced Technology Ventures
Coskata,2010,23700000.0,USD,d,Advanced Technology Ventures
Anagran,2005,14000000.0,USD,b,Advanced Technology Ventures
NeoScale Systems,2005,12000000.0,USD,d,Advanced Technology Ventures
Apprion,2006,7500000.0,USD,a,Advanced Technology Ventures
Actifio,2010,16000000.0,USD,b,Advanced Technology Ventures
NeuroVista,2010,16500000.0,USD,unattributed,Advanced Technology Ventures
Smooth-Stone,2010,48000000.0,USD,unattributed,Advanced Technology Ventures
Qumu,2010,8750000.0,USD,debt_round,Advanced Technology Ventures
Rive Technology,2010,25000000.0,USD,c,Advanced Technology Ventures
[x+1],2011,10000000.0,USD,b,Advanced Technology Ventures
PolyRemedy,2011,20000000.0,USD,c,Advanced Technology Ventures
Verastem,2011,32000000.0,USD,b,Advanced Technology Ventures
PowerVision,2011,24000000.0,USD,c,Advanced Technology Ventures
Second Genome,2013,11500000.0,USD,a,Advanced Technology Ventures
Cedexis,2011,6000000.0,USD,a,Advanced Technology Ventures
Aquion Energy,2011,30000000.0,USD,unattributed,Advanced Technology Ventures
Valeritas,2011,150000000.0,USD,c,Advanced Technology Ventures
Actifio,2011,33500000.0,USD,c,Advanced Technology Ventures
Catabasis Pharmaceuticals,2011,8000000.0,USD,a,Advanced Technology Ventures
Solar Junction,2012,19200000.0,USD,d,Advanced Technology Ventures
EndPlay,2012,21500000.0,USD,c,Advanced Technology Ventures
EndoGastric Solutions,2012,13000000.0,USD,f,Advanced Technology Ventures
